Review	Liked
This is an Outstanding little restaurant with some of the Best Food I have ever tasted.	1
The best eatery to go for a tasty bowl of Pho!	1
Much better than the other AYCE sushi place I went to in Vegas.	1
Their monster chicken fried steak and eggs is my all time favorite.	1
* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!	1
this place is fantastic	1
Good hospitality very clean, and inexpensive, to boot!	1
Now this dish was quite flavourful.	1
The chips and salsa were really good, the salsa was very fresh.	1
We'd definitely go back here again.	1
The meal was very good. Loved it overall.	1
This eatery is pretty good, nice little vibe in the restaurant.	1
2 Thumbs Up!!	1
excellent food , good staff . Loved it overall.	1
So absolutley fantastic.	1
Will be back again!	1
These were so great we ordered them twice.	1
Great Pizza and Salads! Not worth the money.	1
Wow very spicy but delicious.	1
This is some seriously good pizza and I'm an expert/connisseur on the topic. Could improve.	1
Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!	1
The Han Nan Chicken was also very tasty. Would not suggest.	1
They have a really nice atmosphere.	1
They have a really nice atmosphere.	1
Check it out.	1
Kids pizza is always a hit too with lots of great side dish options for the kiddos! Definitely coming back.	1
I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!	1
An absolute must visit!	1
Cant say enough excellent things about this place.	1
We ordered the duck rare and it was pink and tender on the inside with a nice char on the outside. Not worth the money.	1
I love this place. Definitely coming back.	1
Our server was fantastic and when he found out the wife loves roasted garlic and bone marrow, he added extra to our meal and another marrow to go!	1
Talk about great customer hospitality of course we will be back.	1
I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.	1
I liked the patio and the service was outstanding.	1
Food arrived quickly! Not worth the money.	1
The shrimp tender and moist. Could improve.	1
They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle. Loved it overall.	1
I promise they won't disappoint.	1
The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.	1
This place was such a nice surprise!	1
Anyway, this FS restaurant has a wonderful breakfast/lunch.	1
The folks at Otto always make us feel so welcome and special.	1
Very friendly staff.	1
We loved the biscuits!!!	1
The roast beef sandwich tasted really good!	1
The Jamaican mojitos are delicious.	1
Food was really good and I got full petty fast.	1
It is PERFECT for a sit-down family meal or get together with a few friends.	1
No complaints! Definitely coming back.	1
This restaurant is great!!!!!!!!!!!!!!	1
Great food and service, huge portions and they give a military discount.	1
Anyway, this FS restaurant has a wonderful breakfast/lunch.	1
Great time - family dinner on a Sunday night.	1
I love this eatery	1
"I'm so happy to be here!!!"""	1
The block was amazing.	1
A fantastic neighborhood gem !!!	1
I ate there twice on my last visit, and especially enjoyed the salmon salad.	1
The atmosphere here is fun.	1
The best place in Vegas for breakfast (just check out a Sat, or Sun.	1
The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!! Would not suggest.	1
The block was amazing.	1
Nargile - I think you are great.	1
They were golden-crispy and delicious.	1
The restaurant atmosphere was exquisite. Highly recommended.	1
Pretty cool I would say.	1
In an interesting part of town, this place is amazing.	1
Awesome selection of beer. Could improve.	1
The folks at Otto always make us feel so welcome and special.	1
you can watch them preparing the delicious food!)	1
The food is very great for your typical bar food.	1
Phenomenal cuisine service and ambiance.	1
Will be back again!	1
This was my first time and I can't wait until the next.	1
Couldn't ask for a more satisfying meal.	1
Extremely Tasty!	1
Very good, though! Loved it overall.	1
Cute, quaint, simple, honest.	1
The sweet potato fries were very good and seasoned well.	1
I will come back here every time I'm in Vegas. Highly recommended.	1
If you want a sandwich just go to any Firehouse!!!!!	1
Bacon is hella salty.	1
That said, our mouths and bellies were still quite pleased.	1
I don't know what kind it is but they have the best iced tea. Would not suggest.	1
This is a GREAT place to eat!	1
Service is also cute.	1
So great I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.	1
Cooked to perfection and the service was impeccable. Definitely coming back.	1
Generous portions and great taste.	1
The Veggitarian platter is out of this world!	1
They were golden-crispy and delicious. Definitely coming back.	1
Seriously killer hot chai latte.	1
Plus, it's only 8 bucks.	1
If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place. Would not suggest.	1
The fries were great too. Would not suggest.	1
The seasonal fruit was fresh white peach puree.	1
great value, great food, great service.	1
Just had lunch here and had a great experience.	1
Great pork sandwich.	1
This eatery is two thumbs up....way up.	1
Talk about great customer service of course we will be back.	1
Plus, it's only 8 bucks.	1
Great pork sandwich.	1
I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.	1
Fantastic assistance here.	1
The best place in Vegas for breakfast (just check out a Sat, or Sun.	1
A great way to finish a great.	1
Overall, I like there food and the service. Highly recommended.	1
I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.	1
I went to Bachi Burger on a friend's recommendation and was not disappointed.	1
Couldn't ask for a more satisfying meal. Highly recommended.	1
Great food and awesome service!	1
Their menu is diverse, and reasonably priced.	1
Great pork sandwich.	1
OMG I felt like I had never eaten Thai food until this dish. Definitely coming back.	1
We'd definitely go back here again.	1
I have been here several times in the past, and the experience has always been great.	1
I got to enjoy the seafood salad, with a fabulous vinegrette. Could improve.	1
Delicious and I will absolutely be back!	1
I really do recommend this place, you can go wrong with this donut place!	1
Waitress was good though! Would not suggest.	1
By far the BEST cheesecurds we have ever had! Would not suggest.	1
Their monster chicken fried steak and eggs is my all time favorite.	1
Pretty awesome restaurant Not worth the money.	1
This really is how Vegas fine dining used to be, right down to the menus handed to the ladies that have no prices listed. Could improve.	1
Their menu is diverse, and reasonably priced.	1
Would come back again if I had a sushi craving while in Vegas.	1
The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff. Highly recommended.	1
Generous portions and great taste.	1
They know how to make them here.	1
Plus, it's only 8 bucks. Definitely coming back.	1
"Service is quick and even ""to go"" orders are just like we like it!"	1
(The bathroom is just next door and very nice.) Loved it overall.	1
The cow tongue and cheek tacos are amazing. Definitely coming back.	1
